#DataThief C:\Users\cw1716\Documents\Q_Drive_Copy\Loa_Loa\Drug Efficacy Modelling\Albendazole Modelling\Albendazole_Pharmacokinetic_Data\Raw_Temporal_Data_Files\Ref 29 Albendazole Sulfoxide.JPG Wednesday 15-May-2019 2:47:56 PM
2.2204e-16, 0.
0.4826, 0.0372
1.0158, 0.2501
1.4985, 0.2884
2.0081, 0.2118
2.468, 0.2195
2.9929, 0.2472
3.4822, 0.1939
4.026, 0.1648
4.9969, 0.1275
6.0194, 0.045
6.9045, 3.4899e-3
7.9627, 3.1334e-3
-0.0214, -1.0667e-3
0.5023, -1.7748e-3
0.9865, 0.0712
1.5106, 0.081
1.9475, 0.0518
2.4939, 0.0795
3.0064, 0.0693
3.5091, 0.0802
3.9808, 0.1089
4.8761, 0.0558
5.9747, 1.8255e-3
6.9257, -2.812e-3
7.9626, -2.4611e-5
-0.0429, -3.1861e-3
0.4915, -2.8345e-3
0.919, -3.6059e-3
1.4533, -6.4123e-3
2.004, 0.1203
2.5252, 0.0627
2.9961, 0.0767
3.5192, 0.0644
3.967, 0.0384
4.9394, 0.0338
5.9639, -2.869e-4
6.9259, 1.3986e-3
7.9626, -2.4611e-5
0.4937, 0.0456
0.9983, 0.0964
1.5339, 0.1231
2.0169, 0.1687
2.4978, 0.169
2.9762, 0.1114
3.4942, 0.2223
3.982, 0.1363
5.0075, 0.1233
5.9581, 0.1092
6.877, 0.1035
7.967, 0.1021
0.5157, 0.0593
0.9975, 0.0786
1.5131, 0.1399
2.0028, 0.3329
2.5632, 0.4375
3.017, 0.5472
3.4746, 0.5011
4.0203, 0.2763
4.9565, 0.178
5.9771, 0.2987
7.0185, 0.1604
7.9601, 0.1831
0.5268, 0.0698
0.9882, 0.1091
1.5114, 0.0999
2.0143, 0.1118
2.475, 0.1353
2.9881, 0.1378
3.4156, 0.137
3.9603, 0.1279
4.9513, 0.0622
6.0407, 0.044
6.9611, 0.0709
7.9969, 0.0526
0.5269, 0.0719
0.9774, 0.107
1.5447, 0.1252
1.974, 0.1655
1.9835, 0.1392
1.4731, 0.1989
1.0121, 0.167
2.4916, 0.269
2.9588, 0.2019
6.9708, 0.0498
3.942, 0.1973
3.5005, 0.1244
2.4882, 0.1922
2.9901, 0.183
4.97, 2.2171e-3
3.9919, 0.1174
